,IDfg,Season,Name,Team,Age,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,GB,FB,LD,IFFB,Pitches,Balls,Strikes,IFH,BU,BUH,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,IFH%,BUH%,wOBA,wRAA,wRC,Bat,Fld,Rep,Pos,RAR,WAR,Dol,Spd,wRC+,WPA,-WPA,+WPA,RE24,REW,pLI,phLI,PH,WPA/LI,Clutch,FB% (Pitch),FBv,SL%,SLv,CT%,CTv,CB%,CBv,CH%,CHv,SF%,SFv,KN%,KNv,XX%,PO%,wFB,wSL,wCT,wCB,wCH,wSF,wKN,wFB/C,wSL/C,wCT/C,wCB/C,wCH/C,wSF/C,wKN/C,O-Swing%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Contact%,Zone%,F-Strike%,SwStr%,BsR,FA% (sc),FT% (sc),FC% (sc),FS% (sc),FO% (sc),SI% (sc),SL% (sc),CU% (sc),KC% (sc),EP% (sc),CH% (sc),SC% (sc),KN% (sc),UN% (sc),vFA (sc),vFT (sc),vFC (sc),vFS (sc),vFO (sc),vSI (sc),vSL (sc),vCU (sc),vKC (sc),vEP (sc),vCH (sc),vSC (sc),vKN (sc),FA-X (sc),FT-X (sc),FC-X (sc),FS-X (sc),FO-X (sc),SI-X (sc),SL-X (sc),CU-X (sc),KC-X (sc),EP-X (sc),CH-X (sc),SC-X (sc),KN-X (sc),FA-Z (sc),FT-Z (sc),FC-Z (sc),FS-Z (sc),FO-Z (sc),SI-Z (sc),SL-Z (sc),CU-Z (sc),KC-Z (sc),EP-Z (sc),CH-Z (sc),SC-Z (sc),KN-Z (sc),wFA (sc),wFT (sc),wFC (sc),wFS (sc),wFO (sc),wSI (sc),wSL (sc),wCU (sc),wKC (sc),wEP (sc),wCH (sc),wSC (sc),wKN (sc),wFA/C (sc),wFT/C (sc),wFC/C (sc),wFS/C (sc),wFO/C (sc),wSI/C (sc),wSL/C (sc),wCU/C (sc),wKC/C (sc),wEP/C (sc),wCH/C (sc),wSC/C (sc),wKN/C (sc),O-Swing% (sc),Z-Swing% (sc),Swing% (sc),O-Contact% (sc),Z-Contact% (sc),Contact% (sc),Zone% (sc),Pace,Def,wSB,UBR,Age Rng,Off,Lg,wGDP,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,TTO%,CH% (pi),CS% (pi),CU% (pi),FA% (pi),FC% (pi),FS% (pi),KN% (pi),SB% (pi),SI% (pi),SL% (pi),XX% (pi),vCH (pi),vCS (pi),vCU (pi),vFA (pi),vFC (pi),vFS (pi),vKN (pi),vSB (pi),vSI (pi),vSL (pi),vXX (pi),CH-X (pi),CS-X (pi),CU-X (pi),FA-X (pi),FC-X (pi),FS-X (pi),KN-X (pi),SB-X (pi),SI-X (pi),SL-X (pi),XX-X (pi),CH-Z (pi),CS-Z (pi),CU-Z (pi),FA-Z (pi),FC-Z (pi),FS-Z (pi),KN-Z (pi),SB-Z (pi),SI-Z (pi),SL-Z (pi),XX-Z (pi),wCH (pi),wCS (pi),wCU (pi),wFA (pi),wFC (pi),wFS (pi),wKN (pi),wSB (pi),wSI (pi),wSL (pi),wXX (pi),wCH/C (pi),wCS/C (pi),wCU/C (pi),wFA/C (pi),wFC/C (pi),wFS/C (pi),wKN/C (pi),wSB/C (pi),wSI/C (pi),wSL/C (pi),wXX/C (pi),O-Swing% (pi),Z-Swing% (pi),Swing% (pi),O-Contact% (pi),Z-Contact% (pi),Contact% (pi),Zone% (pi),Pace (pi),FRM,AVG+,BB%+,K%+,OBP+,SLG+,ISO+,BABIP+,LD+%,GB%+,FB%+,HR/FB%+,Pull%+,Cent%+,Oppo%+,Soft%+,Med%+,Hard%+,EV,LA,Barrels,Barrel%,maxEV,HardHit,HardHit%,Events,CStr%,CSW%,xBA,xSLG,xwOBA
76,1013098,1928,Phil Todt,BOS,26,144,539,599,136,85,31,8,12,61,73,26,,47,3,,31,,6,5.0,0.252,,,,,,,,,,,0.043,0.078,0.55,0.29,0.406,0.697,0.154,0.258,,,,,,,,,0.317,-13.1,60,-17.0,8.0,18.3,-6.2,5.2,0.5,,5.0,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8,-1.1,,26 - 26,-18.1,3.2,,,,,,,,0.142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,52,119,82,99,127,85,,,,,,,,,,,,,,,,,,0,,,,,
71,1002254,1928,Bud Clancy,CHW,27,130,487,560,132,100,19,11,2,64,37,42,,25,2,,29,,6,9.0,0.271,,,,,,,,,,,0.075,0.045,1.68,0.331,0.368,0.699,0.097,0.283,,,,,,,,,0.326,-8.0,60,-11.0,3.0,17.1,-5.5,3.6,0.4,,5.3,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.5,-2.9,,27 - 27,-14.0,3.0,,,,,,,,0.12300000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,90,68,94,90,80,93,,,,,,,,,,,,,,,,,,0,,,,,
77,1010782,1928,Bill Regan,BOS,29,138,511,555,135,92,30,6,7,53,75,21,,40,2,,21,,9,6.0,0.264,,,,,,,,,,,0.038,0.07200000000000001,0.53,0.296,0.387,0.683,0.123,0.276,,,,,,,,,0.312,-14.0,54,-17.6,-1.0,17.0,4.2,4.6,0.4,,4.8,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2,-1.0,,29 - 29,-18.6,3.0,,,,,,,,0.12300000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,45,110,84,95,102,91,,,,,,,,,,,,,,,,,,0,,,,,
69,1007160,1928,Red Kress,SLB,21,150,560,635,153,114,26,10,3,78,81,48,,70,1,,26,,5,4.0,0.273,,,,,,,,,,,0.076,0.11,0.69,0.332,0.371,0.703,0.098,0.308,,,,,,,,,0.328,-8.3,69,-16.5,-14.0,19.4,9.3,0.5,0.0,,5.3,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.7,-1.0,,21 - 21,-17.6,3.4,,,,,,,,0.191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,90,168,94,91,81,102,,,,,,,,,,,,,,,,,,0,,,,,
80,1001143,1928,Joe Boley,PHA,31,132,425,479,112,89,20,3,0,49,49,32,,11,1,,21,,5,1.0,0.264,,,,,,,,,,,0.067,0.023,2.91,0.317,0.325,0.641,0.061,0.271,,,,,,,,,0.303,-15.8,43,-20.4,-5.0,14.6,8.1,0.3,0.0,,4.5,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1,0.3,,31 - 31,-20.0,2.6,,,,,,,,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,80,35,90,79,50,89,,,,,,,,,,,,,,,,,,0,,,,,
82,1002247,1928,Bill Cissell,CHW,24,125,443,484,115,89,22,3,1,66,60,29,,41,1,,11,,18,6.0,0.26,,,,,,,,,,,0.06,0.085,0.71,0.307,0.33,0.636,0.07,0.284,,,,,,,,,0.298,-17.6,41,-20.2,-6.0,14.8,7.6,-0.4,-0.1,,6.3,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6,0.8,,24 - 24,-19.4,2.6,,,,,,,,0.147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,72,129,87,80,58,94,,,,,,,,,,,,,,,,,,0,,,,,
64,1013008,1928,Fresco Thompson,PHI,26,152,634,700,182,134,34,11,3,99,50,42,,27,1,,23,,19,,0.287,,,,,,,,,,,0.06,0.039,1.56,0.332,0.39,0.722,0.103,0.296,,,,,,,,,0.334,-5.8,80,-18.9,-14.0,21.4,4.7,-2.7,-0.3,,6.4,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.3,3.5,,26 - 26,-15.4,0.6,,,,,,,,0.10300000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,72,63,94,95,84,99,,,,,,,,,,,,,,,,,,0,,,,,
73,1012287,1928,Denny Sothern,PHI,24,141,579,618,165,128,27,5,5,82,38,34,,53,2,,3,,17,,0.285,,,,,,,,,,,0.055,0.086,0.64,0.327,0.375,0.702,0.09,0.307,,,,,,,,,0.326,-9.0,66,-20.6,-5.0,18.9,-3.5,-6.6,-0.7,,5.4,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.5,3.1,,24 - 24,-17.6,0.5,,,,,,,,0.149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,66,140,92,91,73,102,,,,,,,,,,,,,,,,,,0,,,,,
75,1012717,1928,Homer Summa,CLE,29,134,504,553,143,111,26,3,3,60,57,20,,15,6,,23,,4,2.0,0.284,,,,,,,,,,,0.036000000000000004,0.027000000000000003,1.33,0.319,0.365,0.684,0.081,0.288,,,,,,,,,0.318,-11.6,56,-16.9,-4.0,16.9,-5.7,-7.1,-0.7,,4.1,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.7,-0.3,,29 - 29,-17.3,3.0,,,,,,,,0.069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,43,41,90,89,67,95,,,,,,,,,,,,,,,,,,0,,,,,
81,1001514,1928,Eddie Brown,BSN,36,142,523,569,140,108,28,2,2,45,59,24,,22,4,,18,,6,,0.268,,,,,,,,,,,0.042,0.039,1.09,0.305,0.34,0.645,0.073,0.277,,,,,,,,,0.301,-19.5,50,-21.4,-4.0,17.4,-4.8,-11.4,-1.1,,3.4,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.8,0.9,,36 - 36,-20.5,0.5,,,,,,,,0.084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,50,63,86,83,59,92,,,,,,,,,,,,,,,,,,0,,,,,
83,1008666,1928,Earl McNeely,SLB,30,127,496,552,117,83,27,7,0,66,44,37,,39,8,,11,,8,6.0,0.236,,,,,,,,,,,0.067,0.071,0.95,0.299,0.319,0.618,0.083,0.256,,,,,,,,,0.292,-23.0,44,-30.1,2.0,16.9,-5.2,-14.7,-1.4,,5.7,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.2,-1.2,,30 - 30,-31.3,3.0,,,,,,,,0.138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,80,108,85,78,68,85,,,,,,,,,,,,,,,,,,0,,,,,
85,1011425,1928,Heinie Sand,PHI,30,141,426,509,90,63,26,1,0,38,38,60,,47,1,,22,,1,,0.211,,,,,,,,,,,0.11800000000000001,0.092,1.28,0.31,0.277,0.587,0.066,0.237,,,,,,,,,0.287,-23.2,39,-32.8,-9.0,15.6,8.5,-17.4,-1.7,,2.2,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5,0.0,,30 - 30,-32.8,0.4,,,,,,,,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,141,151,87,67,54,79,,,,,,,,,,,,,,,,,,0,,,,,
86,1003941,1928,Doc Farrell,BSN,26,134,483,533,104,85,14,2,3,36,43,26,,26,5,,19,,3,,0.215,,,,,,,,,,,0.049,0.049,1.0,0.263,0.271,0.534,0.056,0.222,,,,,,,,,0.254,-38.4,27,-40.2,-11.0,16.3,8.2,-25.9,-2.6,,3.0,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.8,0.4,,26 - 26,-39.8,0.5,,,,,,,,0.10300000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,58,80,74,66,46,74,,,,,,,,,,,,,,,,,,0,,,,,
